5,index,Tournament,OpponentPlayer,Set,TotalGame,Server,WinLose,FirstSecond,Cource,Speed,AceDbF,ScoreServer,ScoreReturner,Side,WonA,WonB
26,201908全米オープン,クラーン,2,0,3,蔵,×,1,c,,,40,15,Deuce,0,1
27,201908全米オープン,クラーン,2,0,3,蔵,×,2,c,177,,40,30,Ad,0,1
28,201908全米オープン,クラーン,2,0,3,蔵,○,1,w,188,,40,40,Deuce,1,0
29,201908全米オープン,クラーン,2,0,3,蔵,○,1,w,,,Ad,40,Ad,1,0
47,201908全米オープン,クラーン,2,0,4,圭,○,1,w,,,0,0,Deuce,1,0
48,201908全米オープン,クラーン,2,0,4,圭,○,2,c,146,,15,0,Ad,1,0
49,201908全米オープン,クラーン,2,0,4,圭,×,1,c,160,,30,0,Deuce,0,1
50,201908全米オープン,クラーン,2,0,4,圭,○,1,c,,,30,15,Ad,1,0
51,201908全米オープン,クラーン,2,0,4,圭,○,2,w,,,40,15,Deuce,1,0
74,201908全米オープン,クラーン,2,0,5,蔵,×,1,c,,,0,0,Deuce,0,1
75,201908全米オープン,クラーン,2,0,5,蔵,○,2,w,172,,0,15,Ad,1,0
76,201908全米オープン,クラーン,2,0,5,蔵,×,1,c,,,15,15,Deuce,0,1
77,201908全米オープン,クラーン,2,0,5,蔵,×,2,c,194,,15,30,Ad,0,1
78,201908全米オープン,クラーン,2,0,5,蔵,×,1,w,201,,15,40,Deuce,0,1
106,201908全米オープン,クラーン,2,0,6,圭,○,1,w,160,,0,0,Deuce,1,0
107,201908全米オープン,クラーン,2,0,6,圭,×,1,w,180,,15,0,Ad,0,1
108,201908全米オープン,クラーン,2,0,6,圭,○,1,w,,,15,15,Deuce,1,0
109,201908全米オープン,クラーン,2,0,6,圭,×,2,w,149,,30,15,Ad,0,1
110,201908全米オープン,クラーン,2,0,6,圭,○,1,c,175,,30,30,Deuce,1,0
111,201908全米オープン,クラーン,2,0,6,圭,×,1,w,151,,40,30,Ad,0,1
112,201908全米オープン,クラーン,2,0,6,圭,○,1,w,,,40,40,Deuce,1,0
113,201908全米オープン,クラーン,2,0,6,圭,○,2,c,131,,Ad,40,Ad,1,0
149,201908全米オープン,クラーン,2,0,7,蔵,×,1,c,197,,0,0,Deuce,0,1
150,201908全米オープン,クラーン,2,0,7,蔵,×,1,c,,Ac,0,15,Ad,0,1
151,201908全米オープン,クラーン,2,0,7,蔵,×,1,c,205,,0,30,Deuce,0,1
152,201908全米オープン,クラーン,2,0,7,蔵,×,1,c,197,Ac,0,40,Ad,0,1
192,201908全米オープン,クラーン,2,0,8,圭,×,1,w,159,,0,0,Deuce,0,1
193,201908全米オープン,クラーン,2,0,8,圭,×,1,w,,,0,15,Ad,0,1
194,201908全米オープン,クラーン,2,0,8,圭,×,2,w,133,,0,30,Deuce,0,1
195,201908全米オープン,クラーン,2,0,8,圭,○,1,c,,,0,40,Ad,1,0
196,201908全米オープン,クラーン,2,0,8,圭,○,2,w,148,,15,40,Deuce,1,0
197,201908全米オープン,クラーン,2,0,8,圭,×,1,w,177,,30,40,Ad,0,1
243,201908全米オープン,クラーン,2,0,9,蔵,○,1,c,,,0,0,Deuce,1,0
244,201908全米オープン,クラーン,2,0,9,蔵,×,2,w,,,15,0,Ad,0,1
245,201908全米オープン,クラーン,2,0,9,蔵,×,1,c,204,,15,15,Deuce,0,1
246,201908全米オープン,クラーン,2,0,9,蔵,×,1,c,201,Ac,15,30,Ad,0,1
247,201908全米オープン,クラーン,2,0,9,蔵,×,1,w,183,Aw,15,40,Deuce,0,1
298,201908全米オープン,クラーン,2,0,10,圭,×,1,w,,,0,0,Deuce,0,1
299,201908全米オープン,クラーン,2,0,10,圭,○,2,w,143,,0,15,Ad,1,0
300,201908全米オープン,クラーン,2,0,10,圭,×,1,c,168,,15,15,Deuce,0,1
301,201908全米オープン,クラーン,2,0,10,圭,×,1,w,157,,15,30,Ad,0,1
302,201908全米オープン,クラーン,2,0,10,圭,×,1,c,162,,15,40,Deuce,0,1
0,201908全米オープン,クラーン,3,0,1,蔵,×,1,c,201,,0,0,Deuce,0,1
1,201908全米オープン,クラーン,3,0,1,蔵,×,1,w,185,,0,15,Ad,0,1
2,201908全米オープン,クラーン,3,0,1,蔵,×,1,w,,,0,30,Deuce,0,1
3,201908全米オープン,クラーン,3,0,1,蔵,○,2,v,168,,0,40,Ad,1,0
4,201908全米オープン,クラーン,3,0,1,蔵,×,1,c,,,15,40,Deuce,0,1
10,201908全米オープン,クラーン,3,0,2,圭,×,1,w,,,0,0,Deuce,0,1
11,201908全米オープン,クラーン,3,0,2,圭,○,2,c,144,,0,15,Ad,1,0
12,201908全米オープン,クラーン,3,0,2,圭,○,1,b,,,15,15,Deuce,1,0
13,201908全米オープン,クラーン,3,0,2,圭,○,2,b,127,,30,15,Ad,1,0
14,201908全米オープン,クラーン,3,0,2,圭,×,1,c,180,,40,15,Deuce,0,1
15,201908全米オープン,クラーン,3,0,2,圭,○,1,w,160,,40,30,Ad,1,0
27,201908全米オープン,クラーン,3,0,3,蔵,○,1,w,,,0,0,Deuce,1,0
28,201908全米オープン,クラーン,3,0,3,蔵,○,2,w,164,,15,0,Ad,1,0
29,201908全米オープン,クラーン,3,0,3,蔵,×,1,c,,,30,0,Deuce,0,1
30,201908全米オープン,クラーン,3,0,3,蔵,○,2,w,160,,30,15,Ad,1,0
31,201908全米オープン,クラーン,3,0,3,蔵,×,1,c,199,,40,15,Deuce,0,1
32,201908全米オープン,クラーン,3,0,3,蔵,×,1,w,,,40,30,Ad,0,1
33,201908全米オープン,クラーン,3,0,3,蔵,×,2,c,177,,40,40,Deuce,0,1
34,201908全米オープン,クラーン,3,0,3,蔵,×,1,c,196,,40,Ad,Ad,0,1
54,201908全米オープン,クラーン,3,0,4,圭,×,1,c,,,0,0,Deuce,0,1
55,201908全米オープン,クラーン,3,0,4,圭,○,2,w,141,,0,15,Ad,1,0
56,201908全米オープン,クラーン,3,0,4,圭,○,1,b,167,,15,15,Deuce,1,0
57,201908全米オープン,クラーン,3,0,4,圭,○,1,c,188,,30,15,Ad,1,0
58,201908全米オープン,クラーン,3,0,4,圭,○,1,c,,,40,15,Deuce,1,0
83,201908全米オープン,クラーン,3,0,5,蔵,○,1,w,,,0,0,Deuce,1,0
84,201908全米オープン,クラーン,3,0,5,蔵,○,2,c,173,,15,0,Ad,1,0
85,201908全米オープン,クラーン,3,0,5,蔵,×,1,c,,,30,0,Deuce,0,1
86,201908全米オープン,クラーン,3,0,5,蔵,○,2,w,162,,30,15,Ad,1,0
87,201908全米オープン,クラーン,3,0,5,蔵,○,1,w,191,,40,15,Deuce,1,0
117,201908全米オープン,クラーン,3,0,6,圭,○,1,c,,,0,0,Deuce,1,0
118,201908全米オープン,クラーン,3,0,6,圭,○,1,w,127,,15,0,Ad,1,0
119,201908全米オープン,クラーン,3,0,6,圭,○,1,c,,,30,0,Deuce,1,0
120,201908全米オープン,クラーン,3,0,6,圭,×,2,c,140,,40,0,Ad,0,1
121,201908全米オープン,クラーン,3,0,6,圭,○,1,w,160,,40,15,Deuce,1,0
156,201908全米オープン,クラーン,3,0,7,蔵,×,1,c,201,,0,0,Deuce,0,1
157,201908全米オープン,クラーン,3,0,7,蔵,○,1,c,212,Ac,0,15,Ad,1,0
158,201908全米オープン,クラーン,3,0,7,蔵,×,1,w,194,,15,15,Deuce,0,1
159,201908全米オープン,クラーン,3,0,7,蔵,×,1,w,175,,15,30,Ad,0,1
160,201908全米オープン,クラーン,3,0,7,蔵,×,1,w,,,15,40,Deuce,0,1
200,201908全米オープン,クラーン,3,0,8,圭,×,1,c,178,,0,0,Deuce,0,1
201,201908全米オープン,クラーン,3,0,8,圭,○,1,w,164,,0,15,Ad,1,0
202,201908全米オープン,クラーン,3,0,8,圭,○,1,c,180,,15,15,Deuce,1,0
203,201908全米オープン,クラーン,3,0,8,圭,×,1,c,167,,30,15,Ad,0,1
204,201908全米オープン,クラーン,3,0,8,圭,×,1,c,191,,30,30,Deuce,0,1
205,201908全米オープン,クラーン,3,0,8,圭,○,1,c,168,,30,40,Ad,1,0
206,201908全米オープン,クラーン,3,0,8,圭,○,1,c,178,,40,40,Deuce,1,0
207,201908全米オープン,クラーン,3,0,8,圭,○,1,w,164,,Ad,40,Ad,1,0
255,201908全米オープン,クラーン,3,0,9,蔵,○,1,c,,,0,0,Deuce,1,0
256,201908全米オープン,クラーン,3,0,9,蔵,×,2,c,181,,15,0,Ad,0,1
257,201908全米オープン,クラーン,3,0,9,蔵,×,1,c,201,,15,15,Deuce,0,1
258,201908全米オープン,クラーン,3,0,9,蔵,○,1,w,210,,15,30,Ad,1,0
259,201908全米オープン,クラーン,3,0,9,蔵,○,1,w,183,,30,30,Deuce,1,0
260,201908全米オープン,クラーン,3,0,9,蔵,×,1,w,194,,40,30,Ad,0,1
261,201908全米オープン,クラーン,3,0,9,蔵,○,1,c,,Ac,40,40,Deuce,1,0
262,201908全米オープン,クラーン,3,0,9,蔵,×,1,c,209,,Ad,40,Ad,0,1
0,201908全米オープン,クラーン,4,0,1,圭,○,1,w,,,0,0,Deuce,1,0
1,201908全米オープン,クラーン,4,0,1,圭,○,2,b,148,,15,0,Ad,1,0
2,201908全米オープン,クラーン,4,0,1,圭,○,1,c,148,,30,0,Deuce,1,0
3,201908全米オープン,クラーン,4,0,1,圭,○,1,c,173,,40,0,Ad,1,0
8,201908全米オープン,クラーン,4,0,2,蔵,○,1,c,,,0,0,Deuce,1,0
9,201908全米オープン,クラーン,4,0,2,蔵,○,2,c,170,,15,0,Ad,1,0
10,201908全米オープン,クラーン,4,0,2,蔵,×,1,w,,,30,0,Deuce,0,1
11,201908全米オープン,クラーン,4,0,2,蔵,×,1,c,,,30,15,Ad,0,1
12,201908全米オープン,クラーン,4,0,2,蔵,○,1,c,,,30,30,Deuce,1,0
13,201908全米オープン,クラーン,4,0,2,蔵,○,2,w,165,,40,30,Ad,1,0
24,201908全米オープン,クラーン,4,0,3,圭,×,1,b,165,,0,0,Deuce,0,1
25,201908全米オープン,クラーン,4,0,3,圭,○,1,w,165,,0,15,Ad,1,0
26,201908全米オープン,クラーン,4,0,3,圭,○,1,b,170,,15,15,Deuce,1,0
27,201908全米オープン,クラーン,4,0,3,圭,○,1,w,,,30,15,Ad,1,0
28,201908全米オープン,クラーン,4,0,3,圭,○,2,b,117,,40,15,Deuce,1,0
44,201908全米オープン,クラーン,4,0,4,蔵,○,1,c,202,,0,0,Deuce,1,0
45,201908全米オープン,クラーン,4,0,4,蔵,×,1,w,191,,15,0,Ad,0,1
46,201908全米オープン,クラーン,4,0,4,蔵,×,1,w,204,,15,15,Deuce,0,1
47,201908全米オープン,クラーン,4,0,4,蔵,○,1,c,209,,15,30,Ad,1,0
48,201908全米オープン,クラーン,4,0,4,蔵,○,1,w,,,30,30,Deuce,1,0
49,201908全米オープン,クラーン,4,0,4,蔵,×,2,w,178,,40,30,Ad,0,1
50,201908全米オープン,クラーン,4,0,4,蔵,×,1,w,181,,40,40,Deuce,0,1
51,201908全米オープン,クラーン,4,0,4,蔵,○,1,c,197,Ac,40,Ad,Ad,1,0
79,201908全米オープン,クラーン,4,0,5,圭,○,1,w,,,0,0,Deuce,1,0
80,201908全米オープン,クラーン,4,0,5,圭,×,1,b,143,,15,0,Ad,0,1
81,201908全米オープン,クラーン,4,0,5,圭,○,1,w,178,,15,15,Deuce,1,0
82,201908全米オープン,クラーン,4,0,5,圭,○,1,w,159,,30,15,Ad,1,0
83,201908全米オープン,クラーン,4,0,5,圭,○,1,w,,,40,15,Deuce,1,0
114,201908全米オープン,クラーン,4,0,6,蔵,×,1,c,207,,0,0,Deuce,0,1
115,201908全米オープン,クラーン,4,0,6,蔵,×,1,c,199,Ac,0,15,Ad,0,1
116,201908全米オープン,クラーン,4,0,6,蔵,○,1,w,,,0,30,Deuce,1,0
117,201908全米オープン,クラーン,4,0,6,蔵,○,2,c,207,,15,30,Ad,1,0
118,201908全米オープン,クラーン,4,0,6,蔵,×,1,w,167,,30,30,Deuce,0,1
119,201908全米オープン,クラーン,4,0,6,蔵,○,1,w,194,Aw,30,40,Ad,1,0
120,201908全米オープン,クラーン,4,0,6,蔵,×,1,c,,,40,40,Deuce,0,1
121,201908全米オープン,クラーン,4,0,6,蔵,○,2,c,178,,40,Ad,Ad,1,0
123,201908全米オープン,クラーン,4,0,6,蔵,○,1,w,,,Ad,40,Ad,1,0
164,201908全米オープン,クラーン,4,0,7,圭,×,1,c,178,,0,0,Deuce,0,1
165,201908全米オープン,クラーン,4,0,7,圭,○,1,c,170,,0,15,Ad,1,0
166,201908全米オープン,クラーン,4,0,7,圭,○,1,w,,,15,15,Deuce,1,0
167,201908全米オープン,クラーン,4,0,7,圭,×,2,b,149,,30,15,Ad,0,1
168,201908全米オープン,クラーン,4,0,7,圭,○,1,c,,,30,30,Deuce,1,0
169,201908全米オープン,クラーン,4,0,7,圭,×,2,c,143,,40,30,Ad,0,1
170,201908全米オープン,クラーン,4,0,7,圭,×,1,w,149,,40,40,Deuce,0,1
171,201908全米オープン,クラーン,4,0,7,圭,○,1,c,,,40,Ad,Ad,1,0
224,201908全米オープン,クラーン,4,0,8,蔵,○,1,c,199,,0,0,Deuce,1,0
225,201908全米オープン,クラーン,4,0,8,蔵,×,1,c,207,,15,0,Ad,0,1
226,201908全米オープン,クラーン,4,0,8,蔵,×,1,c,168,,15,15,Deuce,0,1
227,201908全米オープン,クラーン,4,0,8,蔵,×,1,c,,,15,30,Ad,0,1
228,201908全米オープン,クラーン,4,0,8,蔵,×,2,c,170,,15,40,Deuce,0,1
284,201908全米オープン,クラーン,4,0,9,圭,×,1,w,,,0,0,Deuce,0,1
285,201908全米オープン,クラーン,4,0,9,圭,×,2,w,131,,0,15,Ad,0,1
286,201908全米オープン,クラーン,4,0,9,圭,×,1,w,,,0,30,Deuce,0,1
287,201908全米オープン,クラーン,4,0,9,圭,○,2,c,131,,0,40,Ad,1,0
288,201908全米オープン,クラーン,4,0,9,圭,×,1,w,156,,15,40,Deuce,0,1
349,201908全米オープン,クラーン,4,0,10,蔵,○,1,c,,,0,0,Deuce,1,0
350,201908全米オープン,クラーン,4,0,10,蔵,○,1,w,,,15,0,Ad,1,0
351,201908全米オープン,クラーン,4,0,10,蔵,×,2,w,164,,30,0,Deuce,0,1
352,201908全米オープン,クラーン,4,0,10,蔵,×,1,w,,,30,15,Ad,0,1
353,201908全米オープン,クラーン,4,0,10,蔵,○,2,w,162,,30,30,Deuce,1,0
354,201908全米オープン,クラーン,4,0,10,蔵,×,1,w,173,,40,30,Ad,0,1
355,201908全米オープン,クラーン,4,0,10,蔵,×,1,w,,,40,40,Deuce,0,1
356,201908全米オープン,クラーン,4,0,10,蔵,×,2,w,164,,40,Ad,Ad,0,1
425,201908全米オープン,クラーン,4,0,11,圭,○,1,w,151,,0,0,Deuce,1,0
426,201908全米オープン,クラーン,4,0,11,圭,○,1,b,157,,15,0,Ad,1,0
427,201908全米オープン,クラーン,4,0,11,圭,○,1,w,,,30,0,Deuce,1,0
428,201908全米オープン,クラーン,4,0,11,圭,○,2,c,154,,40,0,Ad,1,0
501,201908全米オープン,クラーン,4,0,12,蔵,○,1,c,,,0,0,Deuce,1,0
502,201908全米オープン,クラーン,4,0,12,蔵,○,2,c,199,,15,0,Ad,1,0
503,201908全米オープン,クラーン,4,0,12,蔵,○,1,c,,,30,0,Deuce,1,0
504,201908全米オープン,クラーン,4,0,12,蔵,×,2,w,,,40,0,Ad,0,1
505,201908全米オープン,クラーン,4,0,12,蔵,×,1,w,,,40,15,Deuce,0,1
506,201908全米オープン,クラーン,4,0,12,蔵,○,2,w,164,,40,30,Ad,1,0
